"ASVs","2014F-GULD04-100mL","2014F-GULD04-100mS","2014F-GULD04-1mS","2014F-GULD04-20mL","2014F-GULD04-20mS","2014F-GULD04-250mL","2014F-GULD04-250mS","2014S-GULD04-100mL","2014S-GULD04-100mS","2014S-GULD04-1mS","2014S-GULD04-20mL","2014S-GULD04-20mS","2014S-GULD04-250mL","2014S-GULD04-250mS","2016F-GULD4-100m-L","2016F-GULD4-100m-S","2016F-GULD4-1m-L","2016F-GULD4-1m-S","2016F-GULD4-20m-L","2016F-GULD4-20m-S","2016F-GULD4-250m-L","2016F-GULD4-250m-S","2016S-GULD3-1m-L","2016S-GULD3-1m-S","2016S-GULD3-20m-L","2016S-GULD3-20m-S","2016S-GULD3-40m-L","2016S-GULD3-40m-S","2016S-GULD3-80m-L","2016S-GULD3-80m-S","2017F-GULD04-1mL","2017F-GULD04-1mS","2017F-GULD04-20mL","2017F-GULD04-20mS","2017F-GULD04-250mL","2017F-GULD04-250mS","2017F-GULD04-60mL","2017F-GULD04-60mS","2017S-GULD04-1mL","2017S-GULD04-1mS","2017S-GULD04-20mL","2017S-GULD04-20mS","2017S-GULD04-250mL","2017S-GULD04-250mS","2017S-GULD04-60mL","2017S-GULD04-60mS","2018F-SG23-1mS","2018F-SG23-20mL","2018F-SG23-20mS","2018F-SG23-250mL","2018F-SG23-250mS","2018F-SG23-60mL","2018F-SG23-60mS","2018S-GULD04-250mL","2018S-GULD04-250mS","2018S-GULD04-60mL","2019S-GULD04-250mL","2019S-GULD04-250mS","2019S-GULD04-60mS"
"fc754e71b603f966130c45aa88b0dc7a",0,87,0,0,0,0,0,0,144,3515,43,557,108,0,0,0,0,0,0,0,0,6,0,15,0,0,0,6,0,0,0,55,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,11,0,32,0,40
"ac88addb1177c0e15d061da5fabee0a6",109,0,0,0,0,4237,0,0,0,0,98,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d594925fbc782c74e249be3a3b438fc0",0,0,0,0,0,0,278,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170,0,79,69,51,0,61,0,0,0,0,0,0
"8e1ec12b697353f55cba0883b6a1435d",0,87,0,0,14,18,4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"69ab5657c1cac75e9efaa1119ae23f77",0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,117,0,128,0,0,0,0,0,0,0,0,0,0,0,62,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4167,52,0,0,0,0,0,0,0,0,0,0,0
"441be8f07387d7a69d1abefb8ae74f16",0,0,1986,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,50,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0
"f25ad6024ab69e80f8c61d764e3db20a",0,0,0,0,0,0,346,0,94,0,0,39,106,419,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,631,694,0,0,0,0,0,0,85,386,0,0,0,0,0,161,129,0,0,52,94,0,632,705,0
"757cc79e2f580e0702394ad9cff421c6",0,0,36,0,0,0,0,0,86,56,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,2408,80,747,0,0,0,0,2,149,18,137,0,0,0,0,353,0,153,0,0,0,0,0,0,0,0,0,0
"5d6f349d2d611996a9d918dfb8b03b81",0,0,0,0,0,0,0,0,0,2623,123,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,68,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4aaaa48eb580e2eb8407460667fa3ef7",0,223,0,0,0,0,131,4,3120,0,0,0,0,65,0,63,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,15,0,0,28,20,0,97,0,0,0,0,0,33,0,122,84,0,280,4,50,0,54,0,22,0,6,16,7
"2393a2139644b54c9f4b4e50791dc4f1",0,0,0,0,0,0,0,53,84,0,0,0,2443,209,209,0,0,0,0,0,52,0,0,0,0,0,96,0,114,0,0,0,0,0,52,0,57,0,0,0,0,0,606,78,109,44,0,0,0,38,0,0,0,48,0,0,137,0,58
"77a4a3967f0d5aee360e083378d41dc4",0,0,0,0,0,0,0,157,949,0,0,0,0,0,145,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,117,0,0,0,0,0,0,541,1193,0,0,0,0,0,0,0,58,54,1051,0,0,0
"7fc31eb3fa94191af21556e2f90e2538",0,0,0,0,0,0,0,0,81,365,0,219,162,0,182,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,299,0,0,147,0,145,1063,0,196,0,0,0,0,233,0,0,0,308,0,0,625,0,0
"bf7586b6aea3a791bd3a48f1be565f22",19,41,0,0,0,226,0,12,9,0,0,30,579,51,85,0,44,143,38,83,236,17,0,0,0,0,0,0,12,0,0,7,0,0,562,0,237,27,0,0,0,0,164,0,11,13,401,24,251,757,0,24,12,127,9,0,211,0,0
"d6926c00406a0b43f1113b510dfaa9a4",0,0,0,0,0,0,0,12,17,3158,89,1031,36,32,0,0,0,0,0,0,0,0,0,0,13,0,18,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,10,0,0,0
"d4666efe11c5c77b3db05a8a298e738a",0,32,66,0,47,0,52,0,0,0,0,0,0,0,0,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,1002,0,283,0,0,0,71,0,0,0,0,0,0,0,0,1112,15,1703,0,0,0,0,0,0,0,0,0,0
"373cd8326435c0a4655b5675693209f4",517,131,0,0,0,338,0,123,87,156,367,220,436,107,0,0,0,0,0,0,0,0,207,0,0,0,0,0,421,0,0,0,42,0,189,0,362,0,0,0,0,0,0,0,61,0,0,0,0,435,0,98,0,0,0,0,0,0,49
"dfa2fd71e4ad73bf453f0e6a24c9a66b",0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2193,0,570,0,0,0,55,0,10,0,0,0,0,0,0,976,0,380,0,0,0,65,0,0,0,0,0,0
"31cdebc5d1e880e52d4fae1fcecc776c",0,320,0,0,0,53,914,0,12,0,0,0,0,18,0,118,0,0,0,0,0,1652,0,0,0,0,0,0,0,0,0,0,0,0,27,631,0,0,0,0,0,0,0,82,0,0,0,0,0,177,161,2,0,0,23,0,0,13,0
"648d658e617edae27c83a29fc40fc3db",4,134,6,0,16,0,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114941d3a0f8e5f410d57d3a10cdb9aa",0,0,0,0,0,0,0,71,0,523,86,371,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,128,0,0,2336,0,49
"4495f19d8ec1001821ce361c8aa22e3a",18,48,931,22,187,52,24,0,0,0,0,0,0,0,0,0,113,43,26,0,0,0,0,0,0,0,0,0,0,0,3,119,0,12,0,0,0,10,0,0,0,0,0,0,0,0,2266,84,150,0,0,0,0,0,0,0,0,0,0
"8fdb3711c6a97134fd26eeca1d754a85",0,15,0,0,0,0,0,0,1350,410,0,521,0,34,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,34,0,7,0,0,0,0,18,85,0,291,18,373,0,0,0,22,311,0,550,0,0,0,6,0,0,0,0,0,36
"0625ac15bc9d44e76eea90c2808c62ad",321,141,0,0,0,420,12,34,0,311,62,153,44,0,160,0,0,0,0,0,79,0,0,0,0,0,31,0,0,0,52,128,18,0,844,0,341,26,0,95,19,66,0,0,70,0,0,0,0,480,0,53,0,57,0,0,67,0,0
"51db8fc18fc62df72c7bbfb8bed42589",0,0,47,0,51,0,0,0,0,0,0,0,0,0,0,0,0,60,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,0,1681,0,0,0,0,0,0,0,0,0,0
"fd8857c0ad31d657999954169cdce173",0,0,0,0,0,0,0,13,15,874,0,259,117,52,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,0,50,26,0,0,0,0,0,0,0,41,0,12,1623,0,177
"52b71125bce6721c5c24cb72f461e27d",0,0,0,0,0,0,0,46,49,2338,122,823,177,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,30,0,0,100,0,0
"e5477e86f9cd05e3f3c4c38e4cf6ce6d",61,0,0,0,0,3216,0,0,0,6,53,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810bc26037614c768acbbd22e1b3335d",62,0,0,0,0,151,0,119,0,0,0,0,271,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,63,0,24,568,0,400,0,0,0,0,0,65,0,0,0,449,0,398,215,0,376,64,103,0,0,80,0,0
"a0aab7661fb2de75b10714f4d230687c",0,0,0,0,0,0,0,0,0,2567,20,745,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,14
"683bd1a7d6113c70a4b518e74dc1f6ee",594,553,0,0,0,427,0,0,0,103,41,78,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,51,0,22,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,470,0,34,0,0,0,0,0,0,0
"d4305cac43a09253463a6070512ae75f",0,496,0,0,0,0,0,0,248,612,0,418,0,9,0,0,0,0,0,0,0,0,0,29,0,38,0,32,0,23,17,880,3,123,0,0,8,318,0,51,0,42,0,0,0,58,14,0,0,0,0,0,151,0,11,0,0,0,57
"1ec98dc88e6485f4d9e7467ff99cfa1d",0,0,0,0,0,0,278,0,80,0,0,0,47,318,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,692,667,0,0,0,0,0,0,47,226,0,0,0,0,0,98,86,0,0,67,61,0,379,512,0
"986982c7f2c9caa4a7a386c9fce5ddff",199,190,0,0,0,206,0,0,0,631,0,471,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,232,18,39,450,0,258,103,0,120,61,193,0,0,0,19,0,0,0,134,0,25,48,0,0,0,0,0,50
"34ee8ff2bfec134b5124614b0829efb6",0,12,0,0,0,72,309,0,0,0,0,0,0,136,0,0,0,0,0,0,11,26,0,0,0,0,0,0,0,0,0,0,0,0,963,1514,0,0,0,0,0,0,12,81,0,10,0,0,137,0,24,0,0,0,0,0,64,126,0
"36448233c7de02e4c5b847216d7eb5c4",0,0,0,0,0,0,260,21,92,0,0,0,51,318,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,410,596,0,0,0,0,0,0,64,249,0,0,0,0,0,142,90,0,0,45,74,0,418,646,0
"8ef59802be3614577c9879a4a13be59b",157,225,0,0,0,340,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,39,260,539,0,121,0,0,0,0,0,0,202,0,78,0,0,0,35,287,0,0
"1a5bbc6d1fa1dcb577d68ed83f317e44",131,151,0,0,0,990,107,92,266,45,0,32,172,37,16,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,18,0,0,320,18,0,21,0,0,0,0,71,0,0,43,37,0,27,262,16,0,0,444,29,22,81,0,0
"659622eee29cf4c5f499fcbf9eb312b6",0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,69,0,0,0,0,0,0,0,0,2539,0,309,0,0,0
"9d16c7b930b1a9594e7e288a38da6cc9",149,228,0,0,0,0,0,24,39,1039,85,441,0,0,0,0,0,0,0,0,0,0,0,21,16,0,15,15,0,0,0,0,0,0,0,0,66,54,27,426,80,339,0,0,16,26,0,0,0,48,0,115,33,104,0,21,0,0,0
"0643ae9d5d88341c899a94857277d6f5",0,0,0,0,0,0,38,4,2093,0,0,0,0,494,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,6,262,0,59,0,0,0,6,115,0,0,0,52,0,0,70,123
"e68b97b819f8841c3ef570dd23882bc8",0,0,0,0,0,0,0,34,15,1405,538,309,0,7,37,5,0,0,0,0,0,0,30,0,101,0,143,13,0,0,0,0,0,0,0,0,40,0,6,430,51,130,12,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
"2128c304d53d21db937581b0e88d770e",0,129,10,0,0,16,0,0,20,54,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1784,51,609,0,0,15,61,0,22,0,31,0,0,0,31,196,0,228,0,0,0,0,19,19,0,0,0,0
"8562c92536d29f9c30d695c5cc97e492",0,97,0,0,0,0,0,0,371,0,0,0,41,34,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,39,0,0,161,291,0,0,0,0,0,0,35,403,609,0,413,0,0,25,314,0,28,0,0,0,70
"f7a565228225c593cfabbea897d754f2",0,0,0,0,0,71,286,0,53,0,0,0,37,244,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,694,754,0,0,0,0,0,0,32,206,0,7,2,0,42,63,66,0,0,0,40,0,310,370,0
"ca27986bc2340fda5ab11d626c35bafb",0,0,0,0,0,255,0,0,0,299,0,241,87,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,75,129,0,39,1070,0,0,0,0,117,53,102,0,0,0,0,145,0,127,246,0,56,0,0,0,0,0,0,0
"c89e19dc68f199d250c0d6356bd23b23",0,76,0,0,0,24,46,36,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,83,0,20,0,0,0,460,0,42,0,50,0,0,0,383,19,0,0,20,0,16,166,7,10,0,0,0,208
"da0ed1fb0074f545b5ecb9a4f3693c39",0,0,0,0,0,0,0,0,139,554,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,0,340,0,0,0,14,0,214,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f701c6181ae0872b4e8d0cd5bb72f83b",0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,23,0,0,0,0,0,1708,0,1273,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0
"e8ad759c28cbe8edd5b4968bf36ac063",0,0,0,0,0,135,0,0,0,0,0,0,526,0,0,0,0,0,249,0,85,0,0,0,0,0,0,0,0,0,0,0,32,0,620,0,0,0,0,0,0,0,495,0,0,0,116,206,0,232,0,167,0,90,0,0,201,0,0
"01047b33bbcaa45d31329d0bf48a9311",10,22,0,0,0,0,0,0,0,344,24,201,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,39,0,23,1307,301,337,10,0,0,0,0,0,0,160,0,0,0,0,0,0,33,0,0
"a0e2f368340f581925c1843362736400",0,0,0,0,0,0,0,121,0,516,108,257,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,0,46
"6b9940b9b276a35ca0a0226438790f8c",0,0,0,0,42,0,0,0,174,484,0,391,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,35,18,357,13,112,0,0,0,13,0,472,16,431,0,0,0,38,322,0,68,0,0,0,0,0,0,3,0,0,16
"c78313fe3f40a2de54a36d80759a5c0e",0,173,8,0,13,0,11,0,474,395,0,368,13,0,21,25,0,0,0,10,0,0,0,12,0,12,0,41,0,35,0,89,0,20,0,0,16,77,0,0,0,0,0,0,0,84,731,0,61,9,0,15,97,25,18,0,0,0,171
"5b8e117c35a1361fe53b05a4c8761253",0,178,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,55,0,0,25,1308,0,0,0,0,0,12,0,147,0,0,0,0,0,0,24,0,4,0,0,0,0
"5bc5031c8aca283a11ecc681f622f0b5",0,0,0,0,0,0,0,42,0,451,62,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,94,0,0,1717,0,0
"ab5005cdfb18245bce1dcc44a64a9f96",0,0,79,0,124,0,0,0,50,0,0,0,0,0,0,0,0,69,0,46,0,0,0,0,0,0,0,0,0,0,0,51,0,30,0,0,0,30,0,7,0,20,0,0,0,20,2320,0,55,0,0,0,35,0,0,0,0,0,0
"a108aad3afe1c8b89940d2a8ad8e42e8",0,0,0,0,0,0,0,0,0,0,124,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,28,16,0,0,271,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"ecec6f14457812ddeeb9667855fff85b",0,0,0,0,0,19,11,0,0,0,0,0,232,136,0,0,0,0,0,0,25,23,0,0,0,0,0,0,0,0,0,0,0,0,1539,0,0,0,0,0,0,0,45,11,0,0,0,0,0,418,23,0,0,0,0,0,426,13,0
"b06f6996f7a979c9fcdd79f6537b3d11",0,0,432,0,505,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,14,1206,0,0,0,0,0,0,0,0,0,0
"e2347d0b93c6cb4004ec0ef6fed03a79",0,0,0,0,0,0,0,27,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,642,12,0,89,0,0,0,27,0,7,0,0,0,0
"1030d1c518d296a8b0537606cdd22cd0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526,66,1307,0,0,0,0,0,0,0,0,0,0
"81b34373051145cf2bb0b7314219b9a0",0,700,0,0,0,0,251,0,322,0,0,0,0,226,0,95,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,94,0,0,0,27,0,187,0,0,0,0,0,35,0,199,146,0,80,0,47,0,374,0,45,0,0,12,25
"6ad38285a706f3767852122d2105dc7d",50,3,0,0,0,0,0,223,282,0,148,548,0,270,0,0,0,0,0,0,0,0,0,0,22,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,6,27,4,31,98,79,0,0,0,0,0,0,0,692,0,255,0,0,44
"0fcacc1c697b5bd6497b3834e3e9fe1a",0,0,0,0,0,134,0,222,191,0,0,0,309,50,53,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,342,0,64,0,0,0,0,1126,0,0,0,0,0,0,0,0,0
"1179b24ac317b90cc28f77c879531742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2663,0,127,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
"260dc1536fca896b06d31743cd5b938d",0,0,0,0,0,0,38,6,1159,0,0,0,12,299,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,14,208,0,531,0,0,0,0,0,0,0,8,111,0,52,221,20
"dca2759bf8453d506a387cdbb98b064a",0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1223,48,321,0,0,0,0,19,403,68,303,0,0,7,56,0,0,0,0,0,0,0,11,15,4,0,0,0
"e3dd1867d9c85a0da5554faff72a2b94",0,0,0,0,0,0,0,0,221,185,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1521,0,452,0,0,0,20,0,139,0,101,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0
"86c9fafefb7a95ffe8e78f29bdbabfa2",187,83,0,488,0,71,0,35,0,0,0,0,30,0,158,0,382,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,20,0,33,0,0,93,0,281,0,80,0,85,0,122,52,0,0
"807b2416a7d4a9a87dcce15062af5ee4",0,24,0,0,0,148,2334,0,0,0,0,0,0,63,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,0,0,0,22,0,0,0,0
"3e3fb0bd5fb90ed8a26e81ed1ea40807",0,12,24,0,24,0,0,0,23,156,0,52,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,638,5,200,0,0,0,24,0,72,0,61,0,0,0,4,1401,0,42,0,0,0,0,0,0,0,0,0,0
"6168d50e8941e8b008361681c5b64e1d",0,270,0,0,0,0,13,0,74,781,0,531,18,59,5,32,0,0,0,0,0,0,0,26,0,29,0,32,0,50,49,434,5,73,0,0,25,67,0,52,0,0,0,9,0,22,0,0,0,0,0,5,55,0,4,0,0,0,14
"7e045fd13e7b96d1a448160efbe8c522",0,44,45,0,37,0,0,0,21,13,0,16,0,22,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,73,280,50,71,0,0,30,0,0,30,0,48,0,0,0,0,1662,45,173,0,0,0,30,0,0,0,0,0,7
"28040fec0b6e4e26b2dd7f49fce8fc82",22,30,0,0,0,181,0,75,23,0,0,37,90,0,147,0,107,0,131,9,48,0,0,0,0,0,0,0,42,13,172,128,61,40,74,0,47,0,0,69,32,56,0,0,48,0,245,32,23,318,0,85,0,80,0,0,207,0,12
"65c1b907a4c128cc6995c511fc25e95c",113,253,65,0,92,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,142,81,61,0,0,188,93,0,0,0,0,0,0,0,0,562,165,588,0,0,0,0,0,0,0,0,0,0
"a5ad67c1d4423e6f1fa2c5563d49537f",0,684,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,153,0,0,0,0,0,0,0,147,208,0,822,0,0,0,481,0,0,0,0,0,0
"4ee601419756069f1dcc62a12a91cadc",0,0,0,0,0,0,0,9,0,1946,74,521,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
"72f2a2fa70b47dc97ac7d59bee628d80",0,181,19,0,17,0,15,0,684,67,0,118,0,0,0,26,0,24,0,28,0,0,0,0,0,0,0,0,0,0,0,180,0,47,0,0,0,104,0,20,0,0,0,0,0,124,759,0,98,0,0,0,83,0,0,0,0,0,62
"5dbbfed691a2f46b71e5eaf2739ba81f",0,0,15,0,4,0,0,0,275,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,0,0,0,0,0,330,30,668,7,147,0,0,24,41,0,93,0,87,0,0,18,66,730,0,47,0,0,2,18,0,0,0,0,0,17
"91311d03cd3f21b967e20440c27f7d7c",0,0,0,0,0,0,0,0,0,359,0,331,0,0,78,51,0,0,0,0,0,0,0,173,0,169,52,255,0,0,0,199,0,57,0,0,175,0,0,238,0,369,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0
"b6d56f2e83db1865471d9cbca7c87399",16,0,0,0,0,0,0,54,0,0,0,0,0,0,120,0,78,0,109,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,80,0,37,0,0,26,0,17,171,0,512,25,691,36,12,449,10,0,0,58,0,0,64,0,33
"746a744fdbc7f3b75cdb02117c6a2ba3",3,451,0,0,0,51,135,5,348,0,0,0,50,50,0,18,0,0,0,0,22,26,0,0,0,0,0,0,0,0,0,18,0,0,137,29,36,232,0,0,0,0,58,47,0,69,0,0,0,78,43,71,548,20,11,0,34,15,0
"ee0a5a470935810c2570c47731af8d50",0,0,0,0,0,0,0,0,0,86,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,975,109,285,0,0,10,4,10,488,45,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bce3975421b8f5128aa8f16a75b5eb1d",181,0,0,0,0,0,0,0,0,74,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2248,0,0,0,0,0,0,0,0,0
"fbe47a077b4c187b61eee1e1af28807b",13,36,0,0,0,146,0,31,14,0,0,0,578,135,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,13,0,0,0,0,0,221,0,47,0,0,0,0,793,0,0,0,27,0,0,345,0,0
"26fefb7045f1952701627059a2ed7f29",17,29,0,0,0,0,0,14,0,0,0,0,443,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,14,84,7,0,0,0,11,0,0,0,517,17,3,512,0,0
"faddd3b308deacded14f92856663448a",0,85,0,0,0,0,0,0,320,22,0,70,0,80,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,12,0,732,114,0,204,0,0,0,420,0,0,0,0,0,22
"ce1f8c110f257f4fec380fdcd9acdeb2",0,0,0,0,0,0,0,0,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,68,0,0,0,0,0,0
"7619598e62b89d86139d2032ecdc506f",100,152,0,0,0,0,0,44,22,448,17,534,0,0,29,0,0,0,0,0,0,0,0,0,0,0,24,0,15,0,82,61,36,0,0,0,574,21,0,18,10,0,0,0,0,0,0,0,0,0,0,214,34,57,0,0,0,0,0
"4f96614bfcccb4895ad4131a4e58a3f8",0,0,0,0,0,0,0,0,28,155,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,892,21,203,0,0,0,0,5,538,20,458,0,0,0,10,28,0,0,0,0,0,0,0,0,0,0,0,7
"c342142dd9bc7f4754bacc0b8d10b777",0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,181,217,58,23,88,0,236,0,0,624,135,181,44,0,0,0,32,0,0,481,0,0,0,0,0,0,0,0,0
