Feature ID	domain	phyla	class	order	family	genus	specie
b5c91d2ed1db7f5ec72fd7efc16512df	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__Fuerstia	 s__uncultured_bacterium
883a69e8bea165fadbb62179e2aa3678	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS9_marine_group	 g__NS9_marine_group	
2569fc58a228d0f281874635cc9955e1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__NS4_marine_group	 s__uncultured_Bacteroidetes
fac6efc3a035e7f4fbe3d448dced7010	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS7_marine_group	 g__NS7_marine_group	 s__uncultured_bacterium
a940d94d45a4fc023286a13dff7de50d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__SAR86_clade	 f__SAR86_clade	 g__SAR86_clade	 s__uncultured_Oceanospirillales
43c811eee73713e92df41d5df808efb2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__uncultured	 s__uncultured_Owenweeksia
e4c1c23dea8c10143d28e18fd7342672	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Candidatus_Aquiluna	
d0b5c17f487e0343cd177bd491e25c41	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__SAR11_clade	 f__Clade_I	 g__Clade_Ia	
dce1c4c4fd288a57a10814ddc762cf58	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__SAR11_clade	 f__Clade_I	 g__Clade_Ia	
df406d562c92855acb9d6335a1248f3c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_thetaiotaomicron
52d97df581b6fda1aa8bba96d437ff36	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Ascidiaceihabitans	
70783c10f8c8c8f36acbd82180536644	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS9_marine_group	 g__NS9_marine_group	 s__uncultured_Flavobacteriia
