# Constructed from biom file
#OTU ID	G10-ROS4	G26-NOAA5	G3-DAL6	G1-AWI11	G23-NOAA12	G14-ROS20	G6-DAL18	G19-AWI7	G27-eMock2-2	G9-NOAA17	G11-DAL30	G17-DAL12	G22-DAL24	G31-eMockB-20	G32-bMock2	G24-AWI15	G30-eMockB-18	G18-NOAA6	G20-ROS12	G35-bMock22	G4-ROS16	G7-NOC20	G12-NOC23	G15-AWI3	G28-eMock2-7	G29-eMockA-11	G33-bMock9	G21-NOC33	G5-NOC4	G34-bMock20	G2-NOAA29	G16-NOC11	G8-AWI19	G36-bMock27	G25-ROS8	G13-NOAA23
29cff3b8725539734a554d1898cf8285	73.0	97.0	3.0	0.0	163.0	46.0	8.0	0.0	0.0	84.0	4.0	1.0	7.0	0.0	0.0	0.0	0.0	133.0	69.0	0.0	29.0	100.0	65.0	0.0	0.0	0.0	0.0	26.0	43.0	0.0	76.0	37.0	0.0	0.0	21.0	134.0
08c2e26fa1baaab596ee32a303b3ad26	65.0	0.0	28.0	0.0	0.0	48.0	88.0	0.0	0.0	0.0	24.0	22.0	50.0	0.0	0.0	0.0	0.0	2.0	40.0	0.0	34.0	51.0	32.0	0.0	0.0	0.0	0.0	26.0	44.0	0.0	0.0	40.0	0.0	0.0	23.0	0.0
9ab2d0083672f1d4f58dbe628119dbc6	63.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0
5ebd00c609732d9be3f99a30070e5862	61.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	23.0	16.0	0.0	20.0	0.0	40.0	17.0	45.0	11.0	11.0	0.0	10.0	15.0	15.0	4.0	8.0	23.0	0.0	4.0	0.0	19.0	33.0	0.0
a6eb0330a094b69b7f3d547b0bf13ef4	60.0	50.0	0.0	0.0	58.0	35.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	33.0	0.0	46.0	86.0	70.0	0.0	0.0	0.0	0.0	42.0	63.0	0.0	33.0	69.0	0.0	0.0	26.0	38.0
6bd7ffda69055e4c4384e59337e41638	59.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0
3fdae2112e47447a31273e0ec2b6a0c8	53.0	16.0	6.0	0.0	6.0	32.0	22.0	0.0	0.0	3.0	13.0	4.0	11.0	0.0	0.0	0.0	0.0	20.0	47.0	0.0	34.0	262.0	161.0	0.0	0.0	0.0	0.0	123.0	215.0	0.0	31.0	178.0	0.0	0.0	27.0	14.0
de6be8b35d2346fe97a751d780513594	52.0	13.0	0.0	171.0	6.0	35.0	0.0	105.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	21.0	39.0	0.0	27.0	44.0	54.0	203.0	0.0	0.0	0.0	19.0	45.0	0.0	40.0	68.0	92.0	0.0	31.0	27.0
d175818192baa1e0a518392c578838ed	52.0	28.0	11.0	0.0	6.0	32.0	38.0	0.0	0.0	7.0	11.0	8.0	21.0	0.0	0.0	0.0	0.0	32.0	35.0	0.0	31.0	87.0	44.0	0.0	0.0	0.0	0.0	51.0	98.0	0.0	43.0	67.0	0.0	0.0	31.0	13.0
e09add800794223087d45c2a037af818	50.0	1.0	15.0	0.0	1.0	9.0	56.0	0.0	0.0	1.0	20.0	16.0	26.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	26.0	50.0
01839cf9eccb6211f76eae4750621f2c	49.0	2.0	6.0	0.0	0.0	30.0	20.0	0.0	0.0	0.0	11.0	4.0	9.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	34.0	64.0	49.0	0.0	0.0	0.0	0.0	34.0	55.0	0.0	4.0	51.0	0.0	0.0	17.0	5.0
c608b12240cb1437db5ecbdd0ae896a4	46.0	6.0	11.0	0.0	2.0	22.0	19.0	0.0	0.0	0.0	3.0	4.0	6.0	0.0	0.0	0.0	0.0	3.0	49.0	0.0	29.0	6.0	16.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	7.0	11.0	0.0	0.0	14.0	5.0
199f2e762b8ea053522c1482a77aa299	45.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	32.0	9.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	6.0
0fc72f0ce970d2c32f5e6b9aa86c502f	40.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	955.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
4a853a1104f314439df3a21d979be2a2	37.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
fd28eea611ee1539525272a2077d567a	35.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
235816d7ba1cc156cfb2c100c458e66f	32.0	0.0	11.0	11.0	0.0	28.0	37.0	18.0	0.0	0.0	17.0	5.0	8.0	0.0	0.0	6.0	0.0	0.0	29.0	0.0	30.0	27.0	16.0	15.0	0.0	0.0	0.0	10.0	21.0	0.0	2.0	24.0	10.0	0.0	15.0	0.0
b4ddec913880166d139d34e0dacdf48c	32.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
75927c3ee29bb51dea4dd23b1e3372e4	31.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0
9c7a5af2902a994d988c2bd756b26ecd	30.0	0.0	86.0	2.0	0.0	20.0	126.0	2.0	0.0	0.0	38.0	40.0	42.0	0.0	0.0	3.0	0.0	0.0	14.0	0.0	7.0	0.0	5.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	15.0	0.0
676cfbcd5012baa1486c93ef8d9212dc	29.0	7.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	18.0	0.0	7.0	39.0	46.0	0.0	0.0	0.0	0.0	25.0	25.0	0.0	11.0	37.0	0.0	0.0	8.0	4.0
de29f8451ad9f7a3528d2ebc28e7cacb	29.0	22.0	3.0	0.0	8.0	28.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	39.0	0.0	22.0	15.0	25.0	0.0	0.0	0.0	0.0	9.0	13.0	0.0	42.0	14.0	0.0	0.0	15.0	21.0
2b7038e9cf737229e85659dc00a1f18e	28.0	0.0	17.0	0.0	3.0	20.0	55.0	0.0	0.0	0.0	16.0	17.0	14.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	15.0	26.0	16.0	0.0	0.0	0.0	0.0	5.0	10.0	0.0	7.0	11.0	0.0	0.0	15.0	12.0
befed06d729000509282ca8e9c71e5c5	27.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ba69cde4aba6ef89c4cf97e0ec595b7c	27.0	3.0	47.0	0.0	2.0	10.0	165.0	0.0	0.0	0.0	50.0	39.0	61.0	0.0	0.0	0.0	0.0	2.0	23.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	3.0	0.0	0.0	18.0	0.0
216b18a02149c71dc8aadec03384c1e7	27.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
4f97da8b196ca1e59d181e498845fd35	26.0	0.0	0.0	0.0	0.0	21.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	19.0	0.0	12.0	38.0	43.0	145.0	0.0	0.0	0.0	4.0	51.0	0.0	0.0	59.0	83.0	0.0	4.0	0.0
a10bcc9bca7a7636cebddbd69fbf4ee8	25.0	0.0	5.0	0.0	0.0	25.0	14.0	0.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	14.0	11.0	5.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	11.0	0.0
7c957ee5bf84e13c6759fbfc587c7659	25.0	2.0	0.0	0.0	6.0	10.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	15.0	4.0	5.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	14.0	6.0	0.0	0.0	13.0	13.0
